Employee ID,Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRotation,FeedbackFromManager,Mentoring,Autonomy,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,Tools,TotalWorkingYears,Training,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance
8693,40.0,Finance,14,4.0,2.0,Male,3,2,2,L,Y,H,Accountant,8979.0,9.0,Yes,18.0,2.0,L,8.0,Y,3.0,2.0,7.0,1.0,2.0,61
8710,40.0,Research and Development,18,4.0,3.0,Female,3,1,2,L,N,L,Research and Design Specialists,2001.0,6.0,No,14.0,2.0,L,20.0,N,3.0,5.0,3.0,0.0,2.0,46
8724,18.0,Sales,7,2.0,2.0,Female,3,1,2,L,Y,L,Sales Representative,1569.0,8.0,Yes,12.0,3.0,L,0.0,Y,4.0,0.0,0.0,0.0,0.0,50
8810,32.0,Production,19,4.0,1.0,Male,3,2,4,H,N,H,Machinists,5309.0,6.0,No,15.0,4.0,L,10.0,Y,3.0,10.0,8.0,4.0,7.0,63
8824,41.0,Sales,16,2.0,2.0,Female,3,1,1,L,N,L,Sales Representative,3140.0,1.0,Yes,22.0,4.0,L,4.0,N,2.0,4.0,3.0,0.0,2.0,22
8839,54.0,Human Resources,23,4.0,3.0,Male,3,3,1,H,N,H,Human Resources,10725.0,2.0,No,15.0,3.0,L,16.0,Y,4.0,9.0,7.0,7.0,1.0,58
9049,37.0,Finance,25,3.0,1.0,Female,3,3,4,H,Y,H,Accountant,9172.0,8.0,Yes,19.0,4.0,H,6.0,Y,3.0,6.0,6.0,1.0,6.0,56
9087,37.0,Research and Development,1,3.0,2.0,Male,3,1,1,L,Y,L,Research and Design Specialists,2326.0,1.0,Yes,12.0,3.0,L,4.0,N,2.0,4.0,2.0,1.0,2.0,40
9095,31.0,Research and Development,7,3.0,2.0,Male,2,2,1,H,N,H,Customercare Representative,5582.0,0.0,No,21.0,2.0,L,10.0,Y,3.0,9.0,0.0,7.0,8.0,51
9188,53.0,Finance,9,4.0,2.0,Female,2,2,4,H,N,H,Accountant,9097.0,2.0,No,17.0,2.0,L,5.0,N,3.0,8.0,5.0,2.0,2.0,36
9214,25.0,Research and Development,9,1.0,4.0,Male,4,2,4,L,N,H,Manufacturing Director,5206.0,5.0,No,17.0,3.0,L,7.0,Y,3.0,7.0,7.0,0.0,7.0,63
9251,47.0,Finance,20,4.0,2.0,Female,3,3,2,L,Y,H,Accountant,8455.0,8.0,No,15.0,2.0,L,8.0,N,3.0,6.0,3.0,1.0,6.0,56
9307,40.0,Finance,7,3.0,2.0,Male,2,2,1,L,Y,H,Accountant,8835.0,9.0,No,20.0,2.0,L,7.0,N,2.0,8.0,7.0,3.0,7.0,74
9454,33.0,Sales,12,3.0,3.0,Female,3,2,2,L,N,L,Sales Executive,5368.0,8.0,Yes,25.0,3.0,L,7.0,Y,3.0,6.0,5.0,1.0,2.0,50
9523,52.0,Sales,22,4.0,1.0,Male,2,5,4,H,Y,H,Manager,19068.0,1.0,Yes,18.0,4.0,H,33.0,Y,4.0,33.0,7.0,15.0,12.0,79
9548,25.0,Production,21,4.0,1.0,Male,3,1,1,L,N,L,Production Supervisors,5217.0,5.0,No,19.0,3.0,H,7.0,N,2.0,8.0,5.0,1.0,2.0,31
9677,46.0,Research and Development,1,2.0,4.0,Female,3,2,2,L,Y,H,Customercare Representative,8926.0,7.0,No,22.0,4.0,H,13.0,N,4.0,9.0,7.0,3.0,7.0,30
9706,27.0,Research and Development,23,4.0,2.0,Male,3,1,3,L,Y,H,Research and Design Specialists,2226.0,6.0,No,11.0,3.0,L,6.0,Y,2.0,5.0,3.0,1.0,2.0,83
9751,35.0,Sales,19,3.0,3.0,Male,3,2,1,L,Y,L,Sales Executive,5813.0,3.0,Yes,18.0,4.0,H,10.0,N,3.0,10.0,7.0,7.0,7.0,38
9890,34.0,Research and Development,2,1.0,4.0,Male,2,2,2,H,Y,L,Manufacturing Director,9547.0,1.0,No,17.0,3.0,H,10.0,Y,2.0,10.0,9.0,1.0,9.0,77
9953,59.0,Research and Development,16,4.0,4.0,Male,3,3,2,L,Y,H,Manufacturing Director,10512.0,9.0,No,12.0,4.0,H,25.0,N,2.0,9.0,7.0,5.0,4.0,43
9978,29.0,Research and Development,15,3.0,4.0,Female,2,1,1,L,Y,H,Research and Design Specialists,2404.0,8.0,Yes,20.0,3.0,L,3.0,Y,3.0,0.0,0.0,0.0,0.0,58
9994,47.0,Research and Development,2,4.0,3.0,Male,4,2,4,H,Y,H,Manufacturing Director,5067.0,4.0,Yes,19.0,3.0,L,20.0,Y,4.0,19.0,10.0,2.0,7.0,63
9996,46.0,Sales,14,3.0,3.0,Female,2,3,4,H,N,H,Sales Executive,9071.0,2.0,Yes,19.0,3.0,H,15.0,Y,3.0,3.0,2.0,1.0,2.0,63
10059,23.0,Sales,19,3.0,4.0,Male,3,1,1,L,N,L,Sales Representative,1790.0,8.0,No,19.0,1.0,H,1.0,N,2.0,1.0,0.0,1.0,0.0,37
10292,42.0,Research and Development,9,3.0,1.0,Male,3,5,2,L,Y,H,Manager,18880.0,7.0,No,11.0,1.0,L,24.0,Y,2.0,22.0,6.0,4.0,14.0,62
10344,55.0,Sales,4,4.0,1.0,Male,4,4,2,H,N,H,Sales Executive,13695.0,4.0,Yes,17.0,3.0,H,24.0,N,2.0,19.0,7.0,3.0,8.0,48
10376,31.0,Sales,6,4.0,1.0,Female,3,3,2,L,Y,L,Sales Executive,9637.0,4.0,No,14.0,4.0,H,9.0,Y,3.0,3.0,2.0,2.0,2.0,62
10380,34.0,Research and Development,14,5.0,2.0,Female,3,2,2,H,N,H,Manufacturing Director,5121.0,1.0,No,14.0,3.0,L,7.0,Y,3.0,0.0,0.0,0.0,0.0,54
10388,36.0,Sales,8,4.0,3.0,Male,2,1,4,H,N,H,Sales Representative,3407.0,7.0,No,23.0,2.0,H,10.0,Y,3.0,5.0,3.0,0.0,3.0,63
10399,31.0,Sales,11,4.0,2.0,Female,1,1,2,L,Y,L,Sales Representative,1359.0,4.0,No,12.0,2.0,L,1.0,N,3.0,1.0,0.0,0.0,0.0,36
10424,44.0,Research and Development,11,4.0,1.0,Female,2,3,1,H,N,H,Customercare Representative,10248.0,3.0,No,14.0,4.0,L,24.0,Y,3.0,22.0,6.0,5.0,17.0,58
10473,31.0,Sales,8,3.0,1.0,Male,3,2,2,L,N,H,Sales Executive,8346.0,9.0,No,19.0,3.0,L,6.0,N,3.0,5.0,2.0,0.0,2.0,41
10508,33.0,Production,15,3.0,3.0,Male,3,1,2,H,N,L,Machinists,2496.0,4.0,No,11.0,4.0,H,7.0,Y,3.0,1.0,1.0,0.0,0.0,72
10552,37.0,Finance,24,4.0,2.0,Male,2,2,1,L,Y,L,Accountant,8745.0,4.0,No,16.0,2.0,L,10.0,Y,2.0,8.0,3.0,1.0,4.0,82
10563,32.0,Sales,14,4.0,3.0,Male,2,2,2,L,N,L,Sales Executive,9907.0,4.0,Yes,12.0,3.0,H,7.0,Y,2.0,2.0,2.0,2.0,2.0,59
10663,29.0,Research and Development,16,4.0,1.0,Male,2,1,1,H,Y,L,Research and Design Specialists,2362.0,4.0,No,13.0,3.0,L,11.0,N,1.0,9.0,7.0,0.0,7.0,35
10732,25.0,Production,3,3.0,1.0,Male,3,1,2,L,Y,H,Machinists,3229.0,4.0,No,11.0,2.0,H,7.0,Y,2.0,3.0,2.0,0.0,2.0,70
10742,33.0,Sales,13,4.0,2.0,Male,3,2,4,L,Y,H,Sales Executive,5487.0,8.0,No,14.0,2.0,L,10.0,Y,2.0,10.0,4.0,0.0,9.0,67
10761,25.0,Sales,21,3.0,2.0,Female,4,5,3,L,Y,H,IT specialists,6213.0,8.0,No,20.0,2.0,L,7.0,Y,3.0,2.0,6.0,3.0,7.0,85
10812,28.0,Research and Development,20,3.0,3.0,Female,3,1,2,L,N,H,Research and Design Specialists,3591.0,2.0,No,25.0,3.0,H,3.0,Y,3.0,3.0,2.0,1.0,2.0,60
10860,33.0,Research and Development,21,2.0,1.0,Female,3,3,2,H,N,H,Research Director,13458.0,1.0,Yes,12.0,3.0,H,15.0,Y,3.0,15.0,14.0,8.0,12.0,70
10986,29.0,Sales,11,3.0,2.0,Female,3,3,2,L,N,H,Sales Executive,7639.0,1.0,No,22.0,4.0,L,10.0,Y,2.0,10.0,4.0,1.0,9.0,50
10992,33.0,Sales,7,4.0,1.0,Male,3,2,1,L,N,H,Sales Executive,6392.0,5.0,No,13.0,4.0,H,8.0,N,1.0,2.0,2.0,2.0,2.0,47
11001,26.0,Human Resources,15,4.0,2.0,Female,3,1,1,L,N,L,Human Resources,2741.0,0.0,Yes,11.0,2.0,L,8.0,N,2.0,7.0,7.0,1.0,0.0,37
11139,33.0,Production,16,2.0,2.0,Male,2,1,2,L,Y,H,Machinists,2008.0,9.0,No,12.0,3.0,L,1.0,Y,2.0,1.0,1.0,0.0,0.0,62
11336,44.0,Research and Development,22,2.0,2.0,Male,3,1,2,H,Y,H,Research and Design Specialists,2559.0,9.0,Yes,13.0,4.0,L,8.0,Y,3.0,8.0,7.0,7.0,1.0,53
11378,43.0,Research and Development,7,3.0,4.0,Female,3,2,4,L,Y,H,Customercare Representative,5562.0,7.0,No,13.0,2.0,L,12.0,Y,2.0,5.0,2.0,2.0,2.0,67
11414,32.0,Research and Development,22,2.0,1.0,Male,4,1,3,H,N,H,Research and Design Specialists,3298.0,0.0,Yes,12.0,4.0,H,7.0,Y,2.0,6.0,2.0,0.0,5.0,76
11436,34.0,Production,1,4.0,4.0,Male,3,2,2,L,Y,L,Machinists,5346.0,8.0,No,17.0,3.0,H,11.0,N,2.0,7.0,1.0,0.0,7.0,41
11526,51.0,Sales,10,3.0,4.0,Male,3,5,2,H,Y,H,Manager,19847.0,7.0,Yes,24.0,1.0,L,31.0,Y,2.0,29.0,10.0,11.0,10.0,70
11774,27.0,Finance,16,4.0,2.0,Male,3,3,3,H,N,H,Accountant,8911.0,4.0,No,20.0,4.0,H,10.0,N,2.0,5.0,3.0,3.0,7.0,31
11784,32.0,Finance,19,3.0,1.0,Female,2,2,1,L,N,H,Accountant,9189.0,6.0,Yes,15.0,1.0,H,5.0,Y,3.0,4.0,7.0,1.0,6.0,29
11824,30.0,Production,1,2.0,3.0,Female,3,2,2,H,N,H,Machinists,4011.0,1.0,No,23.0,4.0,L,12.0,Y,3.0,12.0,8.0,3.0,7.0,58
12033,41.0,Research and Development,15,2.0,2.0,Female,4,1,4,L,Y,H,Research and Design Specialists,3376.0,1.0,No,13.0,3.0,H,10.0,Y,3.0,10.0,6.0,0.0,8.0,82
12320,47.0,Finance,9,4.0,2.0,Male,2,2,2,L,Y,L,Accountant,8354.0,7.0,Yes,20.0,2.0,H,10.0,Y,3.0,10.0,2.0,2.0,4.0,56
12411,29.0,Finance,21,3.0,2.0,Male,2,3,2,L,N,H,Accountant,9492.0,8.0,Yes,17.0,4.0,L,8.0,Y,1.0,8.0,5.0,2.0,5.0,49
12492,35.0,IT Support,7,3.0,1.0,Male,4,5,1,H,Y,H,IT specialists,6916.0,7.0,No,15.0,1.0,H,6.0,Y,1.0,5.0,4.0,1.0,2.0,80
12571,43.0,Research and Development,23,3.0,1.0,Male,3,3,4,L,Y,L,Customercare Representative,7510.0,4.0,No,17.0,2.0,L,10.0,Y,3.0,10.0,9.0,0.0,9.0,65
12594,37.0,Research and Development,9,2.0,3.0,Female,2,2,1,H,Y,H,Customercare Representative,5731.0,6.0,No,13.0,3.0,L,9.0,Y,3.0,6.0,2.0,1.0,3.0,51
12723,32.0,Production,11,3.0,2.0,Male,4,1,4,H,Y,H,Machinists,2794.0,1.0,No,20.0,3.0,H,5.0,Y,1.0,5.0,1.0,0.0,3.0,64
12737,20.0,Production,8,3.0,4.0,Female,2,1,2,H,N,L,Machinists,2926.0,1.0,Yes,18.0,2.0,H,1.0,Y,3.0,1.0,0.0,1.0,0.0,61
12803,47.0,Finance,6,3.0,1.0,Male,2,3,4,L,N,H,Accountant,9205.0,8.0,Yes,18.0,2.0,H,7.0,N,1.0,10.0,5.0,2.0,2.0,29
12841,46.0,Human Resources,14,2.0,2.0,Male,3,2,2,L,Y,L,Human Resources,5021.0,8.0,Yes,22.0,4.0,L,16.0,Y,3.0,4.0,2.0,0.0,2.0,33
12868,53.0,Finance,12,4.0,1.0,Female,3,2,2,H,N,H,Accountant,9933.0,8.0,Yes,18.0,1.0,H,10.0,N,2.0,5.0,5.0,1.0,7.0,46
12927,40.0,IT Support,10,2.0,1.0,Male,3,3,3,L,N,H,Human Resources,6247.0,7.0,Yes,18.0,2.0,L,8.0,Y,3.0,2.0,7.0,1.0,2.0,63
13164,35.0,Production,17,3.0,4.0,Male,2,1,2,L,N,H,Machinists,2450.0,3.0,No,19.0,2.0,H,3.0,Y,3.0,3.0,0.0,1.0,2.0,73
13223,28.0,Production,19,2.0,3.0,Male,3,2,1,H,N,H,Machinists,4558.0,1.0,No,12.0,4.0,L,10.0,Y,3.0,10.0,0.0,1.0,8.0,56
13259,21.0,Sales,18,1.0,2.0,Male,3,1,2,L,Y,L,Sales Representative,2679.0,8.0,No,13.0,2.0,H,1.0,N,3.0,1.0,0.0,1.0,0.0,48
13282,51.0,Production,8,3.0,1.0,Male,3,2,4,L,N,H,Production Supervisors,6735.0,8.0,No,19.0,3.0,H,10.0,N,1.0,9.0,5.0,3.0,2.0,32
13367,28.0,Sales,20,4.0,1.0,Male,3,2,2,L,N,L,Sales Executive,4908.0,7.0,No,14.0,2.0,L,4.0,Y,3.0,4.0,2.0,0.0,2.0,50
13471,44.0,Sales,14,3.0,2.0,Male,3,5,2,L,Y,H,Manager,18213.0,6.0,No,11.0,3.0,H,26.0,N,3.0,22.0,9.0,3.0,10.0,49
13549,32.0,Research and Development,2,3.0,3.0,Female,2,2,2,L,N,H,Manufacturing Director,6162.0,4.0,No,12.0,3.0,L,14.0,N,3.0,14.0,13.0,6.0,8.0,44
13593,28.0,Sales,16,3.0,4.0,Male,3,2,1,L,Y,H,Sales Executive,8463.0,2.0,No,18.0,4.0,H,6.0,Y,3.0,5.0,4.0,1.0,3.0,56
13640,38.0,Research and Development,12,2.0,3.0,Male,2,3,2,L,N,L,Research Director,11510.0,0.0,Yes,14.0,2.0,L,12.0,N,3.0,11.0,10.0,2.0,9.0,44
14101,37.0,Research and Development,15,3.0,4.0,Female,2,2,2,H,Y,H,Manufacturing Director,6474.0,6.0,No,13.0,2.0,L,14.0,Y,2.0,14.0,8.0,3.0,11.0,70
14115,49.0,Production,13,4.0,1.0,Male,3,3,3,H,Y,H,IT specialists,8760.0,1.0,Yes,16.0,1.0,L,6.0,Y,1.0,7.0,6.0,1.0,4.0,75
14255,44.0,Human Resources,19,2.0,2.0,Male,2,3,2,L,Y,H,Human Resources,10482.0,6.0,No,14.0,4.0,L,24.0,Y,3.0,20.0,6.0,3.0,6.0,62
14299,27.0,Research and Development,9,4.0,1.0,Female,3,2,2,H,Y,H,Manufacturing Director,4227.0,1.0,No,18.0,2.0,L,4.0,Y,3.0,3.0,2.0,2.0,2.0,53
14390,35.0,Research and Development,15,4.0,2.0,Male,3,2,3,L,Y,H,Research and Design Specialists,5098.0,7.0,No,19.0,2.0,L,10.0,Y,3.0,10.0,7.0,0.0,8.0,71
14467,40.0,Research and Development,11,1.0,4.0,Female,3,5,2,H,Y,H,Manager,19033.0,1.0,No,14.0,2.0,L,21.0,Y,3.0,20.0,8.0,9.0,9.0,59
14599,37.0,Production,15,2.0,4.0,Male,2,1,1,L,Y,L,Machinists,2090.0,6.0,Yes,15.0,2.0,L,7.0,N,3.0,0.0,0.0,0.0,0.0,35
14628,30.0,Research and Development,11,1.0,2.0,Male,3,1,2,L,N,L,Research and Design Specialists,2862.0,6.0,No,12.0,2.0,L,10.0,Y,2.0,10.0,0.0,0.0,8.0,50
14669,31.0,Research and Development,25,1.0,3.0,Female,3,2,2,H,Y,H,Manufacturing Director,4148.0,6.0,No,12.0,3.0,L,4.0,Y,3.0,4.0,3.0,0.0,3.0,66
14705,47.0,Sales,18,3.0,3.0,Female,3,2,2,L,N,L,Sales Executive,4591.0,9.0,Yes,17.0,3.0,H,11.0,N,2.0,5.0,4.0,1.0,2.0,46
14733,29.0,Research and Development,25,1.0,3.0,Female,1,2,2,L,N,H,Customercare Representative,9715.0,9.0,No,13.0,3.0,H,9.0,Y,3.0,7.0,7.0,0.0,7.0,59
14778,30.0,IT Support,24,3.0,1.0,Male,3,2,2,H,Y,H,IT specialists,10909.0,6.0,No,18.0,4.0,L,10.0,Y,1.0,3.0,4.0,2.0,6.0,69
14810,36.0,Research and Development,8,4.0,1.0,Male,3,2,2,L,N,L,Customercare Representative,5347.0,7.0,No,14.0,2.0,L,10.0,N,2.0,3.0,2.0,0.0,2.0,46
14955,40.0,Production,14,3.0,2.0,Female,2,2,2,H,N,H,Machinists,3448.0,6.0,No,22.0,2.0,H,20.0,Y,3.0,1.0,0.0,0.0,0.0,92
14980,32.0,Research and Development,19,2.0,4.0,Female,3,2,2,L,Y,H,Research and Design Specialists,4998.0,9.0,Yes,14.0,4.0,L,10.0,Y,3.0,8.0,7.0,0.0,7.0,68
14986,52.0,Sales,7,4.0,1.0,Male,2,3,1,H,Y,H,IT specialists,10266.0,3.0,No,15.0,1.0,H,10.0,Y,3.0,3.0,2.0,1.0,2.0,70
15161,29.0,Production,8,3.0,2.0,Female,3,1,2,H,N,L,Machinists,3339.0,5.0,Yes,13.0,1.0,H,10.0,N,3.0,7.0,7.0,7.0,7.0,30
15182,28.0,Production,15,4.0,1.0,Male,3,1,2,L,Y,L,Machinists,3485.0,2.0,No,11.0,3.0,L,5.0,N,1.0,0.0,0.0,0.0,0.0,44
15187,56.0,Research and Development,20,2.0,1.0,Female,3,1,4,H,N,H,Research and Design Specialists,2066.0,4.0,No,22.0,4.0,H,5.0,Y,4.0,3.0,2.0,1.0,0.0,63
15317,30.0,Research and Development,24,4.0,2.0,Female,3,3,2,L,N,H,Manager,11916.0,1.0,Yes,23.0,4.0,L,9.0,Y,3.0,9.0,1.0,0.0,8.0,50
15563,56.0,Research and Development,16,4.0,2.0,Female,3,1,2,L,Y,L,Research and Design Specialists,4963.0,9.0,Yes,18.0,1.0,L,7.0,N,3.0,5.0,4.0,4.0,3.0,33
15613,28.0,Research and Development,8,1.0,3.0,Male,1,2,1,L,N,H,Manufacturing Director,6549.0,3.0,No,14.0,2.0,L,8.0,N,2.0,8.0,6.0,1.0,7.0,39
15689,34.0,Finance,19,4.0,1.0,Male,2,3,1,L,Y,H,Accountant,9626.0,7.0,Yes,20.0,1.0,L,8.0,Y,3.0,7.0,6.0,1.0,3.0,78
15692,45.0,Research and Development,21,2.0,4.0,Female,2,4,2,L,Y,H,Research Director,16704.0,5.0,No,11.0,3.0,L,21.0,N,3.0,21.0,6.0,8.0,6.0,42
15837,34.0,Production,19,2.0,2.0,Male,2,2,2,L,N,H,Machinists,3986.0,8.0,No,14.0,3.0,L,15.0,Y,4.0,15.0,10.0,4.0,13.0,66
15869,29.0,Research and Development,11,3.0,4.0,Female,2,1,2,L,N,L,Research and Design Specialists,2109.0,9.0,No,13.0,3.0,L,1.0,N,3.0,1.0,0.0,0.0,0.0,49
16069,40.0,Production,15,4.0,1.0,Male,2,2,4,H,Y,H,Machinists,5094.0,1.0,No,14.0,4.0,L,10.0,Y,3.0,1.0,0.0,0.0,0.0,67
16142,43.0,Production,11,5.0,4.0,Male,3,2,4,H,N,H,Machinists,5679.0,6.0,Yes,13.0,2.0,L,10.0,Y,3.0,8.0,7.0,4.0,7.0,65
16180,36.0,Sales,22,4.0,1.0,Female,3,2,4,L,N,H,Sales Executive,9278.0,5.0,Yes,16.0,4.0,H,15.0,Y,3.0,5.0,4.0,0.0,1.0,67
16198,44.0,Research and Development,9,3.0,1.0,Female,3,3,2,L,N,H,Customercare Representative,7978.0,4.0,No,11.0,4.0,H,10.0,N,3.0,10.0,7.0,0.0,5.0,25
16203,21.0,Production,6,2.0,1.0,Female,2,1,2,H,N,L,Machinists,2625.0,2.0,No,20.0,3.0,H,2.0,N,1.0,2.0,2.0,2.0,2.0,24
16337,33.0,Finance,10,4.0,2.0,Female,2,3,1,L,N,H,Accountant,8359.0,5.0,Yes,15.0,3.0,L,6.0,N,2.0,8.0,4.0,2.0,5.0,32
16426,39.0,Research and Development,20,3.0,2.0,Female,3,3,1,L,N,H,Manufacturing Director,8376.0,8.0,No,18.0,4.0,H,9.0,Y,3.0,2.0,0.0,2.0,2.0,51
16434,35.0,Production,6,3.0,2.0,Female,3,2,2,H,N,H,Machinists,4425.0,5.0,No,11.0,4.0,H,10.0,Y,3.0,6.0,2.0,1.0,2.0,70
16454,49.0,Sales,17,3.0,4.0,Male,2,2,1,L,N,L,Sales Executive,5390.0,9.0,No,14.0,4.0,L,17.0,N,2.0,9.0,6.0,0.0,8.0,47
16459,49.0,Research and Development,17,3.0,3.0,Male,3,4,2,L,Y,H,Manager,15379.0,5.0,No,14.0,1.0,L,23.0,Y,3.0,8.0,7.0,0.0,0.0,60
16466,33.0,Research and Development,1,4.0,2.0,Female,2,3,1,H,N,H,IT specialists,6383.0,1.0,No,19.0,1.0,L,9.0,N,2.0,6.0,5.0,1.0,7.0,45
16517,43.0,Production,1,4.0,2.0,Male,2,5,2,L,Y,H,Production Supervisors,7186.0,1.0,No,17.0,1.0,L,7.0,Y,1.0,7.0,5.0,1.0,5.0,58
16751,45.0,Research and Development,24,2.0,4.0,Female,2,2,3,L,N,H,Manufacturing Director,5770.0,9.0,No,19.0,1.0,L,10.0,Y,3.0,10.0,7.0,3.0,9.0,75
16790,45.0,Research and Development,10,3.0,2.0,Male,1,3,2,H,Y,H,Customercare Representative,10851.0,2.0,Yes,18.0,2.0,H,24.0,N,3.0,7.0,7.0,0.0,7.0,44
16794,31.0,Production,20,2.0,3.0,Male,2,1,2,L,N,L,Machinists,3479.0,0.0,No,11.0,2.0,L,6.0,N,4.0,5.0,4.0,1.0,4.0,11
16875,43.0,Sales,1,3.0,4.0,Male,2,2,2,L,N,H,Sales Executive,6804.0,8.0,No,18.0,3.0,L,7.0,N,3.0,2.0,2.0,2.0,2.0,43
16908,42.0,Finance,16,3.0,2.0,Male,2,2,2,L,Y,H,Accountant,8989.0,4.0,Yes,18.0,4.0,H,10.0,N,1.0,7.0,3.0,2.0,3.0,71
16909,51.0,IT Support,7,3.0,2.0,Male,2,3,2,H,Y,H,IT specialists,8169.0,5.0,No,17.0,4.0,H,9.0,Y,3.0,6.0,6.0,2.0,7.0,57
16924,35.0,Research and Development,6,3.0,2.0,Male,3,1,3,L,N,L,Research and Design Specialists,2194.0,4.0,No,13.0,4.0,L,5.0,Y,2.0,3.0,2.0,1.0,2.0,46
16986,40.0,Research and Development,13,3.0,3.0,Female,3,3,2,L,Y,H,Manufacturing Director,7945.0,7.0,Yes,15.0,4.0,L,18.0,N,2.0,4.0,2.0,3.0,3.0,41
17043,51.0,Research and Development,1,4.0,2.0,Male,2,2,4,H,N,H,Manufacturing Director,6132.0,2.0,No,17.0,3.0,H,10.0,Y,3.0,1.0,0.0,0.0,0.0,65
17128,31.0,Research and Development,24,3.0,3.0,Female,3,3,2,L,N,H,Research Director,11031.0,5.0,No,20.0,3.0,L,13.0,N,4.0,11.0,7.0,4.0,8.0,46
17133,37.0,Human Resources,15,2.0,3.0,Male,3,2,2,L,Y,H,Human Resources,4071.0,5.0,No,13.0,3.0,H,19.0,N,2.0,10.0,0.0,4.0,7.0,48
17135,55.0,Production,15,3.0,2.0,Male,4,3,1,L,N,H,Production Supervisors,6812.0,2.0,Yes,18.0,4.0,H,7.0,Y,2.0,3.0,4.0,1.0,2.0,34
17420,32.0,Research and Development,23,1.0,4.0,Male,3,1,4,H,N,H,Research and Design Specialists,2956.0,1.0,No,13.0,4.0,L,1.0,Y,3.0,1.0,0.0,0.0,0.0,59
17454,59.0,Sales,5,1.0,1.0,Female,2,2,2,L,N,L,Sales Executive,5473.0,7.0,No,11.0,4.0,L,20.0,Y,2.0,4.0,3.0,1.0,3.0,49
17481,39.0,Research and Development,10,2.0,3.0,Male,2,5,4,H,N,H,Manager,19272.0,1.0,No,15.0,1.0,H,21.0,Y,3.0,21.0,9.0,13.0,3.0,64
17506,32.0,Production,3,3.0,3.0,Female,2,1,3,L,N,H,Machinists,2743.0,5.0,No,20.0,3.0,L,2.0,Y,3.0,2.0,2.0,2.0,2.0,86
17580,56.0,Sales,18,3.0,3.0,Female,4,4,2,L,N,H,Sales Executive,13212.0,9.0,No,11.0,4.0,L,36.0,N,2.0,7.0,7.0,7.0,7.0,43
17603,31.0,Research and Development,17,1.0,3.0,Male,3,3,2,H,N,L,Manufacturing Director,10648.0,1.0,No,25.0,4.0,L,13.0,Y,4.0,13.0,8.0,0.0,8.0,60
17607,27.0,Research and Development,11,3.0,3.0,Male,3,1,2,H,N,H,Research and Design Specialists,3058.0,0.0,Yes,16.0,4.0,L,6.0,Y,2.0,5.0,2.0,1.0,1.0,52
17629,36.0,Sales,2,3.0,1.0,Female,2,3,2,L,Y,H,Sales Executive,7644.0,4.0,No,19.0,3.0,L,10.0,Y,3.0,9.0,7.0,3.0,4.0,68
17697,45.0,Research and Development,13,2.0,2.0,Female,2,2,2,L,Y,H,Manufacturing Director,5906.0,5.0,No,13.0,4.0,H,10.0,Y,2.0,9.0,8.0,3.0,8.0,61
17760,30.0,Research and Development,4,3.0,2.0,Male,2,1,1,L,Y,L,Research and Design Specialists,2141.0,1.0,No,12.0,2.0,L,6.0,N,2.0,6.0,4.0,1.0,1.0,34
17777,34.0,Research and Development,11,5.0,2.0,Male,3,1,4,H,N,H,Research and Design Specialists,2691.0,2.0,No,12.0,4.0,L,10.0,Y,2.0,10.0,9.0,8.0,8.0,67
17816,38.0,Research and Development,12,3.0,4.0,Male,4,1,2,H,N,H,Research and Design Specialists,2610.0,3.0,No,11.0,4.0,L,4.0,Y,3.0,4.0,2.0,0.0,3.0,72
17853,42.0,Sales,2,1.0,2.0,Male,3,2,2,H,N,H,Sales Executive,4907.0,1.0,No,25.0,3.0,H,20.0,Y,3.0,20.0,16.0,11.0,6.0,70
17936,26.0,Research and Development,21,1.0,1.0,Male,2,1,2,H,Y,H,Research and Design Specialists,3904.0,5.0,No,12.0,4.0,H,5.0,Y,3.0,4.0,3.0,1.0,1.0,62
17973,29.0,Sales,25,1.0,4.0,Female,2,2,2,H,N,H,Sales Executive,8268.0,1.0,Yes,14.0,1.0,L,7.0,Y,3.0,7.0,7.0,1.0,7.0,59
18019,44.0,Production,14,4.0,1.0,Male,4,1,2,H,Y,H,Machinists,2818.0,2.0,Yes,24.0,3.0,L,10.0,Y,2.0,3.0,2.0,0.0,2.0,61
18212,33.0,Sales,6,1.0,2.0,Male,3,2,4,L,N,H,Sales Executive,9998.0,9.0,No,13.0,1.0,H,8.0,Y,4.0,5.0,4.0,1.0,2.0,80
18286,34.0,Sales,1,3.0,4.0,Male,3,2,2,H,N,H,Sales Executive,6274.0,4.0,No,22.0,3.0,L,6.0,Y,3.0,6.0,5.0,1.0,4.0,59
18493,36.0,Sales,4,2.0,2.0,Female,3,3,1,L,N,H,Sales Executive,9738.0,0.0,No,14.0,3.0,L,10.0,Y,3.0,9.0,7.0,2.0,8.0,50
18585,51.0,Finance,10,3.0,1.0,Female,2,3,1,L,N,H,Accountant,9114.0,5.0,Yes,20.0,3.0,H,9.0,Y,3.0,5.0,7.0,3.0,6.0,39
18600,43.0,Research and Development,14,3.0,4.0,Male,4,1,4,H,Y,H,Research and Design Specialists,2089.0,4.0,No,14.0,4.0,H,7.0,Y,4.0,5.0,4.0,2.0,2.0,64
